file_name,QuestionText,answer,confidence
Footsteps_Carpet.wav,Is there a group of people speaking?,yes,no
Footsteps_Carpet.wav,Is there a group of people speaking?,no,yes
Footsteps_Carpet.wav,Is this person inside?,yes,yes
Footsteps_Carpet.wav,Is this person inside?,no,maybe
Footsteps_Carpet.wav,Is this person inside?,yes,maybe
Footsteps_Carpet.wav,What is the person doing?,knocking,Maybe
Footsteps_Carpet.wav,What is the person doing?,sweeping,No
Footsteps_Carpet.wav,What is the person doing?,running,Yes
Footsteps_Carpet.wav,What is the person making noise with?,hand,Yes
Footsteps_Carpet.wav,What is the person making noise with?,female,Yes
Footsteps_Carpet.wav,What is the person making noise with?,feet,Maybe
banging_metal_cabinet.wav,Did someone open a water tap ?,yes,yes
banging_metal_cabinet.wav,Did someone open a water tap ?,no,yes
banging_metal_cabinet.wav,Did someone open a water tap ?,no,yes
banging_metal_cabinet.wav,Does the pattern of the sound change?,yes,maybe
banging_metal_cabinet.wav,Does the pattern of the sound change?,yes,yes
banging_metal_cabinet.wav,Does the pattern of the sound change?,no,yes
banging_metal_cabinet.wav,How many times can the hammering sound be heard ?,eighteen,Yes
banging_metal_cabinet.wav,How many times can the hammering sound be heard ?,twenty,No
banging_metal_cabinet.wav,How many times can the hammering sound be heard ?,fifteen,Maybe
banging_metal_cabinet.wav,Is a person speaking?,no,yes
banging_metal_cabinet.wav,Is a person speaking?,yes,yes
banging_metal_cabinet.wav,Is a person speaking?,no,yes
banging_metal_cabinet.wav,Is there a hammering sound ?,yes,yes
banging_metal_cabinet.wav,Is there a hammering sound ?,yes,yes
banging_metal_cabinet.wav,Is there a hammering sound ?,yes,yes
banging_metal_cabinet.wav,What motion is being done?,slamming,Maybe
banging_metal_cabinet.wav,What motion is being done?,banging,Maybe
banging_metal_cabinet.wav,What motion is being done?,shooting,Maybe
book_light_noise.wav,Are pages of a book being turned?,no,maybe
book_light_noise.wav,Are pages of a book being turned?,yes,yes
book_light_noise.wav,Are pages of a book being turned?,yes,yes
book_light_noise.wav,How many pages get flipped through?,many,Maybe
book_light_noise.wav,How many pages get flipped through?,twenty,No
book_light_noise.wav,How many pages get flipped through?,twentyeight,Maybe
book_light_noise.wav,is a person walking fast?,yes,maybe
book_light_noise.wav,is a person walking fast?,yes,maybe
book_light_noise.wav,is a person walking fast?,no,yes
book_light_noise.wav,Is someone struggling to breathe?,no,yes
book_light_noise.wav,Is someone struggling to breathe?,no,yes
book_light_noise.wav,Is someone struggling to breathe?,yes,yes
book_light_noise.wav,Is the sound constantly repeated?,yes,no
book_light_noise.wav,Is the sound constantly repeated?,yes,maybe
book_light_noise.wav,Is the sound constantly repeated?,yes,yes
book_light_noise.wav,What kind of book is being flipped through?,paper,Yes
book_light_noise.wav,What kind of book is being flipped through?,paper,Maybe
book_light_noise.wav,What kind of book is being flipped through?,magazine,Maybe
contact_floor_lamp.wav,Is someone using a hammer?,yes,yes
contact_floor_lamp.wav,Is someone using a hammer?,yes,yes
contact_floor_lamp.wav,Is someone using a hammer?,yes,maybe
contact_floor_lamp.wav,Is the object being hit made of metal?,yes,maybe
contact_floor_lamp.wav,Is the object being hit made of metal?,yes,yes
contact_floor_lamp.wav,Is the object being hit made of metal?,yes,yes
contact_floor_lamp.wav,Is the person hitting a wooden plank?,yes,yes
contact_floor_lamp.wav,Is the person hitting a wooden plank?,no,yes
contact_floor_lamp.wav,Is the person hitting a wooden plank?,no,yes
contact_floor_lamp.wav,Is there water dropping in the background?,no,yes
contact_floor_lamp.wav,Is there water dropping in the background?,yes,maybe
contact_floor_lamp.wav,Is there water dropping in the background?,no,yes
contact_floor_lamp.wav,What kind of hammer is being used?,jackhammer,Maybe
contact_floor_lamp.wav,What kind of hammer is being used?,jackhammer,Yes
contact_floor_lamp.wav,What kind of hammer is being used?,steel,Maybe
contact_floor_lamp.wav,What kind of material is being hit?,aluminum,Maybe
contact_floor_lamp.wav,What kind of material is being hit?,metal,Yes
contact_floor_lamp.wav,What kind of material is being hit?,metal,Yes
SparklingSound.wav,Can multiple dogs be heard barking?,no,yes
SparklingSound.wav,Can multiple dogs be heard barking?,no,yes
SparklingSound.wav,Can multiple dogs be heard barking?,yes,yes
SparklingSound.wav,Does the sound become softer?,yes,yes
SparklingSound.wav,Does the sound become softer?,yes,maybe
SparklingSound.wav,Does the sound become softer?,yes,yes
SparklingSound.wav,Is the sound distorted?,yes,maybe
SparklingSound.wav,Is the sound distorted?,yes,maybe
SparklingSound.wav,Is the sound distorted?,no,yes
SparklingSound.wav,Is this happening outside?,yes,yes
SparklingSound.wav,Is this happening outside?,yes,no
SparklingSound.wav,Is this happening outside?,yes,maybe
SparklingSound.wav,What can be heard rumbling in the background?,thunder,No
SparklingSound.wav,What can be heard rumbling in the background?,machine,Yes
SparklingSound.wav,What can be heard rumbling in the background?,thunder,Yes
SparklingSound.wav,What is heard in the background?,wind,Maybe
SparklingSound.wav,What is heard in the background?,fan,Yes
SparklingSound.wav,What is heard in the background?,wind,Maybe
elicottero.wav,Are birds singing?,no,yes
elicottero.wav,Are birds singing?,no,yes
elicottero.wav,Are birds singing?,no,maybe
elicottero.wav,Are propellers making this sound?,yes,yes
elicottero.wav,Are propellers making this sound?,yes,yes
elicottero.wav,Are propellers making this sound?,yes,yes
elicottero.wav,Is a car driving by?,no,yes
elicottero.wav,Is a car driving by?,no,yes
elicottero.wav,Is a car driving by?,yes,yes
elicottero.wav,Is there a flying vehicle?,yes,yes
elicottero.wav,Is there a flying vehicle?,no,yes
elicottero.wav,Is there a flying vehicle?,yes,yes
elicottero.wav,What is flying?,helicopter,Yes
elicottero.wav,What is flying?,helicopter,Yes
elicottero.wav,What is flying?,airplane,Yes
elicottero.wav,Where is this sound located?,outside,Yes
elicottero.wav,Where is this sound located?,sky,Yes
elicottero.wav,Where is this sound located?,airport,Yes
Rain on street Leuvehaven 100609.wav,Is a person speaking?,no,yes
Rain on street Leuvehaven 100609.wav,Is a person speaking?,no,yes
Rain on street Leuvehaven 100609.wav,Is a person speaking?,no,yes
Rain on street Leuvehaven 100609.wav,Is someone chewing bubble gum?,yes,maybe
Rain on street Leuvehaven 100609.wav,Is someone chewing bubble gum?,no,yes
Rain on street Leuvehaven 100609.wav,Is someone chewing bubble gum?,no,yes
Rain on street Leuvehaven 100609.wav,Is there a vehicle driving by?,yes,yes
Rain on street Leuvehaven 100609.wav,Is there a vehicle driving by?,yes,yes
Rain on street Leuvehaven 100609.wav,Is there a vehicle driving by?,no,maybe
Rain on street Leuvehaven 100609.wav,Is this outside?,yes,yes
Rain on street Leuvehaven 100609.wav,Is this outside?,yes,yes
Rain on street Leuvehaven 100609.wav,Is this outside?,yes,yes
Rain on street Leuvehaven 100609.wav,What is the person doing outside?,peeing,Yes
Rain on street Leuvehaven 100609.wav,What is the person doing outside?,nothing,Maybe
Rain on street Leuvehaven 100609.wav,What is the person doing outside?,driving,Maybe
Rain on street Leuvehaven 100609.wav,What type of sound is that?,fire,Yes
Rain on street Leuvehaven 100609.wav,What type of sound is that?,wind,Yes
Rain on street Leuvehaven 100609.wav,What type of sound is that?,rain,Yes
waves.wav,are there many waves?,yes,yes
waves.wav,are there many waves?,yes,maybe
waves.wav,are there many waves?,yes,yes
waves.wav,Can water be heard?,yes,yes
waves.wav,Can water be heard?,yes,yes
waves.wav,Can water be heard?,yes,yes
waves.wav,how many waves take place?,fifteen,Yes
waves.wav,how many waves take place?,eight,Yes
waves.wav,how many waves take place?,fourteen,Yes
waves.wav,is rain hitting the water?,no,yes
waves.wav,is rain hitting the water?,no,maybe
waves.wav,is rain hitting the water?,yes,yes
waves.wav,Is something heavy dropping in the water?,no,maybe
waves.wav,Is something heavy dropping in the water?,no,yes
waves.wav,Is something heavy dropping in the water?,no,yes
waves.wav,What is flowing?,water,Yes
waves.wav,What is flowing?,water,Yes
waves.wav,What is flowing?,water,Yes
Int. Car Drive 1.wav,Are people chatting?,no,yes
Int. Car Drive 1.wav,Are people chatting?,no,yes
Int. Car Drive 1.wav,Are people chatting?,no,maybe
Int. Car Drive 1.wav,Are there people?,yes,maybe
Int. Car Drive 1.wav,Are there people?,no,yes
Int. Car Drive 1.wav,Are there people?,no,maybe
Int. Car Drive 1.wav,Is the wind heavy?,yes,yes
Int. Car Drive 1.wav,Is the wind heavy?,no,yes
Int. Car Drive 1.wav,Is the wind heavy?,yes,yes
Int. Car Drive 1.wav,Is there water?,no,yes
Int. Car Drive 1.wav,Is there water?,no,maybe
Int. Car Drive 1.wav,Is there water?,yes,maybe
Int. Car Drive 1.wav,What is purring?,cat,Yes
Int. Car Drive 1.wav,What is purring?,water,Yes
Int. Car Drive 1.wav,What is purring?,car,Yes
Int. Car Drive 1.wav,What is the weather like?,windy,Yes
Int. Car Drive 1.wav,What is the weather like?,windy,Maybe
Int. Car Drive 1.wav,What is the weather like?,windy,Yes
wood1.wav,Did the person cutting the logs make any sound?,yes,yes
wood1.wav,Did the person cutting the logs make any sound?,yes,yes
wood1.wav,Did the person cutting the logs make any sound?,yes,maybe
wood1.wav,How many logs were cut?,twelve,Maybe
wood1.wav,How many logs were cut?,sixteen,Maybe
wood1.wav,How many logs were cut?,seven,Maybe
wood1.wav,How many steps were taken?,nine,Yes
wood1.wav,How many steps were taken?,fourteen,Maybe
wood1.wav,How many steps were taken?,fifteen,Yes
wood1.wav,Is a person doing work?,yes,maybe
wood1.wav,Is a person doing work?,yes,maybe
wood1.wav,Is a person doing work?,yes,yes
wood1.wav,Is the radio on?,no,yes
wood1.wav,Is the radio on?,no,yes
wood1.wav,Is the radio on?,no,yes
wood1.wav,Was there the sound of wood logs being cut?,yes,maybe
wood1.wav,Was there the sound of wood logs being cut?,yes,yes
wood1.wav,Was there the sound of wood logs being cut?,yes,yes
Stairwell with echo Front.wav,How many steps does the person take?,twentysix,Maybe
Stairwell with echo Front.wav,How many steps does the person take?,five,Maybe
Stairwell with echo Front.wav,How many steps does the person take?,twentysix,Maybe
Stairwell with echo Front.wav,Is the person barefoot?,no,maybe
Stairwell with echo Front.wav,Is the person barefoot?,no,maybe
Stairwell with echo Front.wav,Is the person barefoot?,no,yes
Stairwell with echo Front.wav,Is the person running?,no,yes
Stairwell with echo Front.wav,Is the person running?,yes,maybe
Stairwell with echo Front.wav,Is the person running?,no,yes
Stairwell with echo Front.wav,Is this indoors?,yes,yes
Stairwell with echo Front.wav,Is this indoors?,no,yes
Stairwell with echo Front.wav,Is this indoors?,yes,maybe
Stairwell with echo Front.wav,Is this near a staircase?,yes,yes
Stairwell with echo Front.wav,Is this near a staircase?,yes,yes
Stairwell with echo Front.wav,Is this near a staircase?,yes,yes
Stairwell with echo Front.wav,What is the person doing?,walking,Yes
Stairwell with echo Front.wav,What is the person doing?,walking,Yes
Stairwell with echo Front.wav,What is the person doing?,walking,Maybe
DR-100_0016_CPH train station_01.wav,Can a car be heard driving away?,no,yes
DR-100_0016_CPH train station_01.wav,Can a car be heard driving away?,no,yes
DR-100_0016_CPH train station_01.wav,Can a car be heard driving away?,no,yes
DR-100_0016_CPH train station_01.wav,Is someone riding a bike?,yes,yes
DR-100_0016_CPH train station_01.wav,Is someone riding a bike?,no,maybe
DR-100_0016_CPH train station_01.wav,Is someone riding a bike?,no,maybe
DR-100_0016_CPH train station_01.wav,Is this a crowded area?,yes,yes
DR-100_0016_CPH train station_01.wav,Is this a crowded area?,yes,yes
DR-100_0016_CPH train station_01.wav,Is this a crowded area?,yes,yes
DR-100_0016_CPH train station_01.wav,Is this a quiet place?,no,yes
DR-100_0016_CPH train station_01.wav,Is this a quiet place?,yes,yes
DR-100_0016_CPH train station_01.wav,Is this a quiet place?,no,yes
DR-100_0016_CPH train station_01.wav,What are the people in the area doing?,talking,Yes
DR-100_0016_CPH train station_01.wav,What are the people in the area doing?,coughing,Yes
DR-100_0016_CPH train station_01.wav,What are the people in the area doing?,talking,Maybe
DR-100_0016_CPH train station_01.wav,What is crying in the background?,baby,Yes
DR-100_0016_CPH train station_01.wav,What is crying in the background?,baby,Yes
DR-100_0016_CPH train station_01.wav,What is crying in the background?,nothing,Maybe
Rain drops.wav,Is there a dog barking?,no,yes
Rain drops.wav,Is there a dog barking?,yes,yes
Rain drops.wav,Is there a dog barking?,no,yes
Rain drops.wav,Is this a crowded space?,no,yes
Rain drops.wav,Is this a crowded space?,no,yes
Rain drops.wav,Is this a crowded space?,no,yes
Rain drops.wav,Is this a soft sound?,yes,yes
Rain drops.wav,Is this a soft sound?,yes,yes
Rain drops.wav,Is this a soft sound?,yes,yes
Rain drops.wav,Is this outdoors?,no,yes
Rain drops.wav,Is this outdoors?,yes,yes
Rain drops.wav,Is this outdoors?,no,maybe
Rain drops.wav,What are the children doing?,typing,Maybe
Rain drops.wav,What are the children doing?,typing,Yes
Rain drops.wav,What are the children doing?,hiking,Maybe
Rain drops.wav,What is this sound?,fire,Maybe
Rain drops.wav,What is this sound?,bird,Yes
Rain drops.wav,What is this sound?,footsteps,Maybe
glass (1).wav,Is a musical instrument being played?,yes,yes
glass (1).wav,Is a musical instrument being played?,yes,yes
glass (1).wav,Is a musical instrument being played?,yes,maybe
glass (1).wav,Is the glass wet?,yes,yes
glass (1).wav,Is the glass wet?,yes,maybe
glass (1).wav,Is the glass wet?,no,yes
glass (1).wav,Is the noise being made constant?,yes,yes
glass (1).wav,Is the noise being made constant?,yes,yes
glass (1).wav,Is the noise being made constant?,yes,yes
glass (1).wav,Is this a low pitched sound?,yes,maybe
glass (1).wav,Is this a low pitched sound?,no,yes
glass (1).wav,Is this a low pitched sound?,yes,yes
glass (1).wav,What is on the rim of the glass that enables the sound to be made?,water,Yes
glass (1).wav,What is on the rim of the glass that enables the sound to be made?,wheel,Maybe
glass (1).wav,What is on the rim of the glass that enables the sound to be made?,liquid,Yes
glass (1).wav,What object is making this noise?,glass,Yes
glass (1).wav,What object is making this noise?,machine,No
glass (1).wav,What object is making this noise?,alarm,Yes
bm_drip.wav,Can the element heard here leave someone wet?,yes,yes
bm_drip.wav,Can the element heard here leave someone wet?,yes,no
bm_drip.wav,Can the element heard here leave someone wet?,yes,yes
bm_drip.wav,"If a person walks in this substance, with bare feet, what activity are they doing?",showering,Yes
bm_drip.wav,"If a person walks in this substance, with bare feet, what activity are they doing?",bathing,Yes
bm_drip.wav,"If a person walks in this substance, with bare feet, what activity are they doing?",walking,Maybe
bm_drip.wav,Is it liquid in motion?,yes,maybe
bm_drip.wav,Is it liquid in motion?,yes,maybe
bm_drip.wav,Is it liquid in motion?,yes,yes
bm_drip.wav,Is it ocean waves crashing on rocks?,no,yes
bm_drip.wav,Is it ocean waves crashing on rocks?,no,yes
bm_drip.wav,Is it ocean waves crashing on rocks?,no,yes
bm_drip.wav,What is the element here called when It's frozen?,snow,Maybe
bm_drip.wav,What is the element here called when It's frozen?,ice,Maybe
bm_drip.wav,What is the element here called when It's frozen?,ice,Yes
bm_drip.wav,Will the element heard become harder if heated?,yes,maybe
bm_drip.wav,Will the element heard become harder if heated?,no,yes
bm_drip.wav,Will the element heard become harder if heated?,no,maybe
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",Does the water gradually get louder?,yes,yes
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",Does the water gradually get louder?,yes,yes
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",Does the water gradually get louder?,yes,yes
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",How many animals are making noise?,five,Maybe
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",How many animals are making noise?,none,Yes
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",How many animals are making noise?,two,Maybe
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",Is a person speaking?,no,yes
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",Is a person speaking?,no,no
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",Is a person speaking?,no,yes
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",Is the water running the whole time?,no,yes
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",Is the water running the whole time?,yes,yes
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",Is the water running the whole time?,no,maybe
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",Is there water?,yes,yes
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",Is there water?,yes,yes
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",Is there water?,yes,yes
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",What is happening in the clip?,pouring,Yes
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",What is happening in the clip?,showering,Yes
"Kingdoms of the Night (A Virtual Walk-Through of the Swamp, Sans Feet.wav",What is happening in the clip?,storm,Maybe
tadpolesound.wav,does a person talk?,no,yes
tadpolesound.wav,does a person talk?,no,yes
tadpolesound.wav,does a person talk?,no,yes
tadpolesound.wav,does the falling water get heavier sounding?,yes,yes
tadpolesound.wav,does the falling water get heavier sounding?,yes,yes
tadpolesound.wav,does the falling water get heavier sounding?,no,yes
tadpolesound.wav,Is someone splashing in the water?,no,maybe
tadpolesound.wav,Is someone splashing in the water?,no,yes
tadpolesound.wav,Is someone splashing in the water?,no,yes
tadpolesound.wav,Is water falling?,yes,yes
tadpolesound.wav,Is water falling?,yes,yes
tadpolesound.wav,Is water falling?,yes,yes
tadpolesound.wav,What is falling?,water,Yes
tadpolesound.wav,What is falling?,water,Yes
tadpolesound.wav,What is falling?,water,Yes
tadpolesound.wav,what is the water doing?,falling,Yes
tadpolesound.wav,what is the water doing?,running,Yes
tadpolesound.wav,what is the water doing?,running,Yes
Bedroom Door Knocks.wav,Are the same surfaced being struck over and over again?,yes,maybe
Bedroom Door Knocks.wav,Are the same surfaced being struck over and over again?,yes,yes
Bedroom Door Knocks.wav,Are the same surfaced being struck over and over again?,no,yes
Bedroom Door Knocks.wav,How many knocks are there?,thirtyeight,Yes
Bedroom Door Knocks.wav,How many knocks are there?,twentythree,Yes
Bedroom Door Knocks.wav,How many knocks are there?,thirtyone,Maybe
Bedroom Door Knocks.wav,Is it a drum?,no,maybe
Bedroom Door Knocks.wav,Is it a drum?,no,maybe
Bedroom Door Knocks.wav,Is it a drum?,no,yes
Bedroom Door Knocks.wav,Is someone using their hand to make a sound?,yes,yes
Bedroom Door Knocks.wav,Is someone using their hand to make a sound?,yes,yes
Bedroom Door Knocks.wav,Is someone using their hand to make a sound?,yes,yes
Bedroom Door Knocks.wav,Is something being struck?,yes,maybe
Bedroom Door Knocks.wav,Is something being struck?,yes,yes
Bedroom Door Knocks.wav,Is something being struck?,yes,yes
Bedroom Door Knocks.wav,What is the sound made by the hand called?,ten,Yes
Bedroom Door Knocks.wav,What is the sound made by the hand called?,knock,Yes
Bedroom Door Knocks.wav,What is the sound made by the hand called?,knocking,Yes
Elevator sounds.wav,Are there people talking?,no,yes
Elevator sounds.wav,Are there people talking?,yes,yes
Elevator sounds.wav,Are there people talking?,yes,yes
Elevator sounds.wav,Do the beeps occur after the machinery sounds?,yes,yes
Elevator sounds.wav,Do the beeps occur after the machinery sounds?,no,yes
Elevator sounds.wav,Do the beeps occur after the machinery sounds?,yes,maybe
Elevator sounds.wav,How many beeps occur?,two,Yes
Elevator sounds.wav,How many beeps occur?,two,Yes
Elevator sounds.wav,How many beeps occur?,two,Yes
Elevator sounds.wav,How many people's footsteps can be heard?,two,Maybe
Elevator sounds.wav,How many people's footsteps can be heard?,one,Yes
Elevator sounds.wav,How many people's footsteps can be heard?,four,Yes
Elevator sounds.wav,Is machinery moving?,yes,yes
Elevator sounds.wav,Is machinery moving?,yes,yes
Elevator sounds.wav,Is machinery moving?,yes,maybe
Elevator sounds.wav,Is the beeping constant as time goes on?,no,yes
Elevator sounds.wav,Is the beeping constant as time goes on?,no,yes
Elevator sounds.wav,Is the beeping constant as time goes on?,yes,yes
CoinSpin.wav,Are they shaped circles?,yes,yes
CoinSpin.wav,Are they shaped circles?,no,yes
CoinSpin.wav,Are they shaped circles?,yes,yes
CoinSpin.wav,How many times is the item dropped?,twice,Yes
CoinSpin.wav,How many times is the item dropped?,two,Maybe
CoinSpin.wav,How many times is the item dropped?,zero,Maybe
CoinSpin.wav,Is someone chewing?,no,yes
CoinSpin.wav,Is someone chewing?,no,yes
CoinSpin.wav,Is someone chewing?,no,yes
CoinSpin.wav,Is someone counting bills?,no,yes
CoinSpin.wav,Is someone counting bills?,no,yes
CoinSpin.wav,Is someone counting bills?,no,yes
CoinSpin.wav,Is the item made of metal?,yes,maybe
CoinSpin.wav,Is the item made of metal?,yes,yes
CoinSpin.wav,Is the item made of metal?,yes,yes
CoinSpin.wav,What is making noise?,coins,Maybe
CoinSpin.wav,What is making noise?,coins,Maybe
CoinSpin.wav,What is making noise?,coin,Maybe
Rain after Thunder from Shed 2013-07-25 2.wav,Is someone jet skiing?,no,yes
Rain after Thunder from Shed 2013-07-25 2.wav,Is someone jet skiing?,no,yes
Rain after Thunder from Shed 2013-07-25 2.wav,Is someone jet skiing?,no,yes
Rain after Thunder from Shed 2013-07-25 2.wav,is the rain hitting something?,yes,yes
Rain after Thunder from Shed 2013-07-25 2.wav,is the rain hitting something?,yes,maybe
Rain after Thunder from Shed 2013-07-25 2.wav,is the rain hitting something?,no,maybe
Rain after Thunder from Shed 2013-07-25 2.wav,is there tons of thunder?,no,yes
Rain after Thunder from Shed 2013-07-25 2.wav,is there tons of thunder?,yes,yes
Rain after Thunder from Shed 2013-07-25 2.wav,is there tons of thunder?,no,yes
Rain after Thunder from Shed 2013-07-25 2.wav,Is there water in the sound clip?,yes,yes
Rain after Thunder from Shed 2013-07-25 2.wav,Is there water in the sound clip?,yes,yes
Rain after Thunder from Shed 2013-07-25 2.wav,Is there water in the sound clip?,yes,yes
Rain after Thunder from Shed 2013-07-25 2.wav,what is falling from the sky?,rain,Yes
Rain after Thunder from Shed 2013-07-25 2.wav,what is falling from the sky?,rain,Yes
Rain after Thunder from Shed 2013-07-25 2.wav,what is falling from the sky?,rain,Maybe
Rain after Thunder from Shed 2013-07-25 2.wav,Where is the water coming from?,spring,Maybe
Rain after Thunder from Shed 2013-07-25 2.wav,Where is the water coming from?,fountain,Maybe
Rain after Thunder from Shed 2013-07-25 2.wav,Where is the water coming from?,outside,Yes
birds_in_moms_garden.wav,are the cars beeping their horns?,no,yes
birds_in_moms_garden.wav,are the cars beeping their horns?,no,yes
birds_in_moms_garden.wav,are the cars beeping their horns?,no,maybe
birds_in_moms_garden.wav,Are the people outdoors?,no,maybe
birds_in_moms_garden.wav,Are the people outdoors?,yes,yes
birds_in_moms_garden.wav,Are the people outdoors?,yes,yes
birds_in_moms_garden.wav,are there car motors in the distance?,yes,maybe
birds_in_moms_garden.wav,are there car motors in the distance?,yes,yes
birds_in_moms_garden.wav,are there car motors in the distance?,no,yes
birds_in_moms_garden.wav,Does the horse neigh?,yes,yes
birds_in_moms_garden.wav,Does the horse neigh?,no,yes
birds_in_moms_garden.wav,Does the horse neigh?,no,yes
birds_in_moms_garden.wav,what animal makes a noise other than the birds?,cow,Yes
birds_in_moms_garden.wav,what animal makes a noise other than the birds?,cow,Maybe
birds_in_moms_garden.wav,what animal makes a noise other than the birds?,cow,Yes
birds_in_moms_garden.wav,What is chirping?,birds,Maybe
birds_in_moms_garden.wav,What is chirping?,birds,Yes
birds_in_moms_garden.wav,What is chirping?,bird,Yes
Cable rustling 1-01.R.wav,Are people heard?,yes,yes
Cable rustling 1-01.R.wav,Are people heard?,yes,yes
Cable rustling 1-01.R.wav,Are people heard?,yes,yes
Cable rustling 1-01.R.wav,Are they playing a sport ?,yes,yes
Cable rustling 1-01.R.wav,Are they playing a sport ?,no,maybe
Cable rustling 1-01.R.wav,Are they playing a sport ?,no,maybe
Cable rustling 1-01.R.wav,Do the people talk at the beginning?,no,yes
Cable rustling 1-01.R.wav,Do the people talk at the beginning?,no,maybe
Cable rustling 1-01.R.wav,Do the people talk at the beginning?,no,yes
Cable rustling 1-01.R.wav,How many people are heard?,two,Yes
Cable rustling 1-01.R.wav,How many people are heard?,two,Yes
Cable rustling 1-01.R.wav,How many people are heard?,two,Yes
Cable rustling 1-01.R.wav,Is there a man and women?,no,yes
Cable rustling 1-01.R.wav,Is there a man and women?,yes,yes
Cable rustling 1-01.R.wav,Is there a man and women?,yes,maybe
Cable rustling 1-01.R.wav,What are the people doing?,chatting,No
Cable rustling 1-01.R.wav,What are the people doing?,talking,Yes
Cable rustling 1-01.R.wav,What are the people doing?,cooking,Maybe
immersion in a bath and getting out of the bath.wav,Are they shaving?,no,no
immersion in a bath and getting out of the bath.wav,Are they shaving?,no,no
immersion in a bath and getting out of the bath.wav,Are they shaving?,no,no
immersion in a bath and getting out of the bath.wav,How many taps do they have in the room?,five,Yes
immersion in a bath and getting out of the bath.wav,How many taps do they have in the room?,two,Maybe
immersion in a bath and getting out of the bath.wav,How many taps do they have in the room?,one,Yes
immersion in a bath and getting out of the bath.wav,How many times is the water splashed?,nine,No
immersion in a bath and getting out of the bath.wav,How many times is the water splashed?,two,Yes
immersion in a bath and getting out of the bath.wav,How many times is the water splashed?,two,Yes
immersion in a bath and getting out of the bath.wav,Is someone crying?,no,yes
immersion in a bath and getting out of the bath.wav,Is someone crying?,no,yes
immersion in a bath and getting out of the bath.wav,Is someone crying?,no,yes
immersion in a bath and getting out of the bath.wav,Is someone in the bathroom?,yes,maybe
immersion in a bath and getting out of the bath.wav,Is someone in the bathroom?,yes,yes
immersion in a bath and getting out of the bath.wav,Is someone in the bathroom?,no,yes
immersion in a bath and getting out of the bath.wav,Is there splashing?,yes,yes
immersion in a bath and getting out of the bath.wav,Is there splashing?,yes,yes
immersion in a bath and getting out of the bath.wav,Is there splashing?,yes,yes
20061214.wrench.02.wav,Is someone doing something?,yes,yes
20061214.wrench.02.wav,Is someone doing something?,yes,yes
20061214.wrench.02.wav,Is someone doing something?,yes,yes
20061214.wrench.02.wav,Is the wind howling?,no,yes
20061214.wrench.02.wav,Is the wind howling?,no,yes
20061214.wrench.02.wav,Is the wind howling?,no,yes
20061214.wrench.02.wav,Is this a bird?,no,yes
20061214.wrench.02.wav,Is this a bird?,no,no
20061214.wrench.02.wav,Is this a bird?,no,yes
20061214.wrench.02.wav,Is this device speeding up and slowing down?,yes,maybe
20061214.wrench.02.wav,Is this device speeding up and slowing down?,yes,maybe
20061214.wrench.02.wav,Is this device speeding up and slowing down?,yes,yes
20061214.wrench.02.wav,What is the part that is making the high pitched dinging most likely made out of?,metal,Yes
20061214.wrench.02.wav,What is the part that is making the high pitched dinging most likely made out of?,metal,Yes
20061214.wrench.02.wav,What is the part that is making the high pitched dinging most likely made out of?,bell,Maybe
20061214.wrench.02.wav,What object is being used?,hammer,Maybe
20061214.wrench.02.wav,What object is being used?,wrench,Yes
20061214.wrench.02.wav,What object is being used?,winch,Maybe
ClockTicking.wav,Does the noise have a steady rhythm?,yes,yes
ClockTicking.wav,Does the noise have a steady rhythm?,yes,yes
ClockTicking.wav,Does the noise have a steady rhythm?,yes,maybe
ClockTicking.wav,How many times does the sound repeat?,twentynine,Yes
ClockTicking.wav,How many times does the sound repeat?,thirty,Maybe
ClockTicking.wav,How many times does the sound repeat?,thirty,Maybe
ClockTicking.wav,Is the object making the noise hard?,yes,yes
ClockTicking.wav,Is the object making the noise hard?,yes,maybe
ClockTicking.wav,Is the object making the noise hard?,yes,yes
ClockTicking.wav,Is the object making the noise soft?,yes,yes
ClockTicking.wav,Is the object making the noise soft?,no,maybe
