,file_name,keywords,sound_link,start_end_samples,manufacturer,license
979,TRAN_Plane_PropSpin_01.wav,32bit-float;plane;idle;prop;48khz;engine,,,wellalbee1,
980,clinking_tiles_01.wav,glass;field-recording;ceramic;tiles;clinking,https://freesound.org/people/mannhawks/sounds/148355,,mannhawks,http://creativecommons.org/publicdomain/zero/1.0/
981,plasglass.wav,against;glass;plastic;source-recording;wall,https://freesound.org/people/adrianmoore/sounds/38648,,adrianmoore,http://creativecommons.org/publicdomain/zero/1.0/
982,street works_pressure_low rumble.wav,hiss;street;pressure;air;work;noise,https://freesound.org/people/boziav/sounds/223620,"[287232, 1413508]",boziav,http://creativecommons.org/licenses/by/3.0/
983,LondonTraffic.wav,ambience;atmosphere;car;truck;bus;street;street-noise;outdoor;traffic;city;field-recording;noise,https://freesound.org/people/pcaeldries/sounds/103026,"[4211712, 5448797]",pcaeldries,http://creativecommons.org/licenses/by/3.0/
984,Tools Ratchet.wav,tools;cars;mechanic;ratchet;construction;garage;metal;nuts;bolts;workshop;screw,https://freesound.org/people/CapsLok/sounds/181634,,CapsLok,http://creativecommons.org/publicdomain/zero/1.0/
985,Night Frogs.wav,nature;field-recording;spring;Frogs,https://freesound.org/people/Zajjman/sounds/347426,"[832512, 1637681]",Zajjman,http://creativecommons.org/publicdomain/zero/1.0/
986,San Francisco Traffic at Powell And O&#39;Farrell.wav,cable-car;urban;intersection;ambience;ambient;traffic;street;downtown;San-Francisco;automobile;cars;track;people;car;field-recording;transportation;soundscape;city;town,https://freesound.org/people/mhtaylor67/sounds/237426,"[1202176, 2115538]",mhtaylor67,http://creativecommons.org/publicdomain/zero/1.0/
987,Wind_Whistling_Dorm_Window.wav,whistle;wind;window,https://freesound.org/people/SunnySideSound/sounds/67707,,SunnySideSound,http://creativecommons.org/licenses/by/3.0/
988,FR.BirdChatAmbience.26.wav,cordoba;argentina;wind;chat;los-reartes;bird;footsteps;zoomh4;field-recording;nature;noise;sound;voice;ambience,https://freesound.org/people/rfhache/sounds/112199,"[7587840, 8620884]",rfhache,http://creativecommons.org/licenses/by/3.0/
989,20160718_fountain.03.wav,ambient;fountain;water;ambiance;nature;field-recording;summer,https://freesound.org/people/dobroide/sounds/351139,"[4960768, 6007737]",dobroide,http://creativecommons.org/licenses/by/3.0/
990,20100515.park.ambiance.02.wav,birds;city;field-recording;nature;park;traffic,https://freesound.org/people/dobroide/sounds/96918,"[0, 840726]",dobroide,http://creativecommons.org/licenses/by/3.0/
991,Rain WashingtonSt 1.wav,rain,https://freesound.org/people/danielrafn/sounds/62324,"[1126400, 1920908]",danielrafn,http://creativecommons.org/licenses/by/3.0/
992,Gulls at beach.wav,birds;gulls;shore;seagull,https://freesound.org/people/Bansemer/sounds/159932,"[1157632, 2295785]",Bansemer,http://creativecommons.org/publicdomain/zero/1.0/
993,Show Opener - LiftOff.wav,NASA;Imaging;Radio;Opener;kick-off;Produced;voice-over;Show;countdown,https://freesound.org/people/kennysvoice/sounds/347926,"[49152, 1065587]",kennysvoice,http://creativecommons.org/licenses/by/3.0/
994,rain water drops on metal roof.wav,roof;metal;drops;water,https://freesound.org/people/mdsn/sounds/322579,"[1475584, 2714475]",mdsn,http://creativecommons.org/publicdomain/zero/1.0/
995,"Ambience - Merri path, trees and birds, gentle wind.wav",wind;birds;path;trees;suburban;field-recording,https://freesound.org/people/dnlburnett/sounds/335716,"[1649152, 2407946]",dnlburnett,http://creativecommons.org/licenses/by/3.0/
996,Synthetic Rain Noise.wav,synthesis;rain;csound;noise,https://freesound.org/people/rudicangiotti/sounds/341321,"[586240, 1658602]",rudicangiotti,http://creativecommons.org/licenses/by-nc/3.0/
997,Bus driving.wav,bus;driving;engine;inside;motor;people,https://freesound.org/people/Ryding/sounds/110129,"[883712, 2169238]",Ryding,http://creativecommons.org/publicdomain/zero/1.0/
998,Room tone for quiet bathroom.wav,background-sound;buzz;room-noise;south;quiet;room;white-noise;background;suburb;africa;track;field-recording;room-tone;buzz-track;ambience;atmos;silent;OWI;bathroom;general-noise;ambient;indoors;ambiance;tone;atmosphere,https://freesound.org/people/ksesoko/sounds/366575,"[2147840, 3020625]",ksesoko,http://creativecommons.org/licenses/by-nc/3.0/
999,paper_bag.wav,ambient;perception;contact-mic,https://freesound.org/people/mitsuhito/sounds/168456,"[577024, 1611157]",mitsuhito,http://creativecommons.org/licenses/by/3.0/
1000,LittleChild_WoodenFloorFootsteps_01.wav,excited;footsteps;Child;steps;wood;hardwood;feet;wooden;floor;shoes;Little;foley,https://freesound.org/people/Lex777/sounds/235776,,Lex777,http://creativecommons.org/licenses/by/3.0/
1001,mansteps.wav,man;footsteps;steps;sneakers;trainers;squeaking;floor;creaking;walking,https://freesound.org/people/nickrave/sounds/178069,,nickrave,http://creativecommons.org/publicdomain/zero/1.0/
1002,Rumpling_Paper_01.wav,Paper;Rumple;Rumpling,https://freesound.org/people/moai15/sounds/336375,"[1853440, 2819626]",moai15,http://creativecommons.org/publicdomain/zero/1.0/
1003,Autumnal Ambient 24 Bits 48 Khz.wav,Road;Wind;Forest;Autumn;Neighbourhood;House;Nature;Room;Tone,https://freesound.org/people/JGarc/sounds/368513,"[7789568, 8537146]",JGarc,http://creativecommons.org/licenses/by-nc/3.0/
1004,fallingrice2.wav,bowl;metal;particle;rice,https://freesound.org/people/Batuhan/sounds/59889,"[4608, 1036405]",Batuhan,http://creativecommons.org/licenses/sampling+/1.0/
1005,Construction Sounds.wav,Street;Hammer;Construction-Sounds;Jackhammer;Motor;Construction;Variation;Variations;OWI;Engine,https://freesound.org/people/150128/sounds/326646,,150128,http://creativecommons.org/licenses/by-nc/3.0/
1006,printer.wav,print;campus-upf;paper;UPF-CS13;machine;photocopy;noise,https://freesound.org/people/marcgp13/sounds/185754,"[836608, 2123181]",marcgp13,http://creativecommons.org/licenses/by/3.0/
1007,"a gentle breeze, wind 4.wav",wind;breeze;gentle;a,https://freesound.org/people/mario1298/sounds/181253,"[1760256, 2641027]",mario1298,http://creativecommons.org/publicdomain/zero/1.0/
1008,ClockTicking.wav,environmental-sounds-research;purist;clock;mechanical;tick,https://freesound.org/people/acclivity/sounds/13712,,acclivity,http://creativecommons.org/licenses/by-nc/3.0/
1009,sants_train.wav,voice;railway;station;train;announcement;arrival,https://freesound.org/people/mmiron/sounds/130434,,mmiron,http://creativecommons.org/licenses/by/3.0/
1010,broken comms2.wav,talk;cuttoff;voice;skype;electrical;talking;communication;broken;damaged,https://freesound.org/people/Nmb910/sounds/209001,"[544256, 1432940]",Nmb910,http://creativecommons.org/publicdomain/zero/1.0/
1011,propplaneflyover.wav,birds;prop;propeller;veenendaal;plane;children;nederland;field-recording,https://freesound.org/people/Laers/sounds/169129,"[514560, 1325348]",Laers,http://creativecommons.org/publicdomain/zero/1.0/
1012,wind-up.wav,mechanical;request;roll;roller;toy;toys;unprocessed;wind;wind-up,https://freesound.org/people/Halleck/sounds/19331,"[263168, 1448658]",Halleck,http://creativecommons.org/licenses/by/3.0/
1013,little_brass_bell.wav,bell;brass;little,https://freesound.org/people/UncleSigmund/sounds/29946,,UncleSigmund,http://creativecommons.org/publicdomain/zero/1.0/
1014,SYnth_NoisesAX9.wav,Machinery;strange;machine;Artificial;Ambiance;Noise;Alien;Synthetic,https://freesound.org/people/lazr2012/sounds/170401,"[494080, 1791923]",lazr2012,http://creativecommons.org/licenses/by/3.0/
1015,Silencyo_CC_Wind Mistral_Medium_Dry Grass_Crickets_Distant traffic.wav,air;aubagne;birds;cicadas;dogs;france;mistral;traffic;wind,https://freesound.org/people/silencyo/sounds/81789,"[1814528, 3003146]",silencyo,http://creativecommons.org/publicdomain/zero/1.0/
1016,"Atmos beach regular waves hit shore, birds mono.wav",waves;field-recording;beach;seaside,https://freesound.org/people/abcopen/sounds/164279,"[728064, 1667045]",abcopen,http://creativecommons.org/licenses/by-nc/3.0/
1017,Stream Below Dam With Slate Bottom.wav,rushing;flowing;water;slate-bottom;brook;bubbling;stream;Field-recording;babbling,https://freesound.org/people/kaldark/sounds/240332,"[1354752, 2382470]",kaldark,http://creativecommons.org/publicdomain/zero/1.0/
1018,waves beach medium1 close.wav,waves;beach;medium;close,https://freesound.org/people/kyles/sounds/362066,"[4742656, 5998033]",kyles,http://creativecommons.org/publicdomain/zero/1.0/
1019,20110422_shower.wav,birds;field-recording;nature;rain;south-spain;spring,https://freesound.org/people/dobroide/sounds/118789,"[1497088, 2321042]",dobroide,http://creativecommons.org/licenses/by/3.0/
1020,Ambience_hum_tuning fork.wav,ambience;fork;hum;turning,https://freesound.org/people/vrodge/sounds/119499,,vrodge,http://creativecommons.org/publicdomain/zero/1.0/
1021,by a busy road background.wav,road;traffic;busy;cars,https://freesound.org/people/cameronmusic/sounds/138397,"[2813440, 3993614]",cameronmusic,http://creativecommons.org/licenses/by/3.0/
1022,marker-pen-paper.wav,scribbling;drawing;scribble;scratching;paper;pen;writing;pencil;foley,https://freesound.org/people/Eelke/sounds/232990,,Eelke,http://creativecommons.org/licenses/by-nc/3.0/
1023,"Ambience - Merri path, trees and birds, gentle wind take 2.wav",trees;birds;suburban;path;ambience,https://freesound.org/people/dnlburnett/sounds/335709,"[60416, 999440]",dnlburnett,http://creativecommons.org/licenses/by/3.0/
1024,squeeks raw.wav,chair;squeak;mechanical;whine;hinge;metal;screech;brakes;machine,https://freesound.org/people/esperar/sounds/170799,,esperar,http://creativecommons.org/publicdomain/zero/1.0/
1025,hamlet Haanwijk autumn NL 03 151003_0804 ST.wav,background-sound;afternoon;bird-song;farmland;white-noise;2pm;fall;placid;acorns;field-recording;calm;ambience;peaceful;windless;Holland;birds;soundscape;village;woods;autumn;hamlet;ambient;forest;people;estate;nature-ambience;general-noise,https://freesound.org/people/klankbeeld/sounds/329581,"[6243840, 7442634]",klankbeeld,http://creativecommons.org/licenses/by/3.0/
1026,Hyeres street voices ambience f.wav,ambience;atmosphere;field-recording;france;speech;street;street-ambience;street-sounds;voice,https://freesound.org/people/ERH/sounds/44080,"[111104, 930690]",ERH,http://creativecommons.org/licenses/by-nc/3.0/
1027,pencil on paper.wav,paper;pencil;writing,https://freesound.org/people/cemagar/sounds/120343,"[427008, 1109066]",cemagar,http://creativecommons.org/licenses/by/3.0/
1028,Ravens.wav,raven;bird;nests;crow;field-recording;city,https://freesound.org/people/gtjuks/sounds/345298,"[1476608, 2440015]",gtjuks,http://creativecommons.org/publicdomain/zero/1.0/
1029,aftertherain.wav,birds;cars;rain;ambient,https://freesound.org/people/Booling87/sounds/33247,"[3353600, 4502354]",Booling87,http://creativecommons.org/licenses/by/3.0/
1030,Plane crash - black box.wav,explosion;destruction;red-alert;speed;plane-crash;black-box;military;aeroplane;radio;warning;crash;alert;alarm;flight;emergency;disaster;male-voice;siren;smash,https://freesound.org/people/carmsie/sounds/334035,,carmsie,http://creativecommons.org/licenses/by-nc/3.0/
1031,41_STEAM.wav,hot;steam;water,https://freesound.org/people/ReWired/sounds/48693,"[127488, 1159689]",ReWired,http://creativecommons.org/licenses/sampling+/1.0/
1032,luffy_wind5.wav,lawn-decoration;rhythmic-squeak;wind;windmill,https://freesound.org/people/luffy/sounds/17581,"[3876864, 5001803]",luffy,http://creativecommons.org/licenses/by/3.0/
1033,background2(bar or pub).wav,crowd;human;soundeffect,https://freesound.org/people/FreqMan/sounds/25453,"[9728, 994328]",FreqMan,http://creativecommons.org/licenses/by/3.0/
1034,Beach Wave Ambince .wav,Beach;Ambience;Waves;Sea;Field;Recording;Ocean;Peaceful;Nature;Water,https://freesound.org/people/Paul368/sounds/346259,"[125952, 1020614]",Paul368,http://creativecommons.org/licenses/by/3.0/
1035,Steps Indoor medium soft Shoe Sole accompanying wooden Floor hollow Big Room 6mx15mx6m Part 2.wav,Steps;Indoor;Walking,https://freesound.org/people/breiti/sounds/342974,"[632320, 1767262]",breiti,http://creativecommons.org/publicdomain/zero/1.0/
1036,wood_saw_01.wav,environmental-sounds-research;carpentry;sawing;motor;planks;cutting;saw;wood,https://freesound.org/people/aesqe/sounds/39888,"[1758208, 2551844]",aesqe,http://creativecommons.org/licenses/by/3.0/
1037,forest_ambience_chepachet_spring_1.wav,new-england;bird;ambiance;rhode-island;rural;spring;rain,https://freesound.org/people/markb/sounds/95404,"[298496, 1042361]",markb,http://creativecommons.org/licenses/by/3.0/
1038,SCC CLAPTER 20101210.wav,adulation;applause;audience;celebration;clapping;clapter;crowd;praise;reaction;yelling,https://freesound.org/people/sandyrb/sounds/110426,"[1959936, 3272288]",sandyrb,http://creativecommons.org/licenses/by/3.0/
1039,Dinosaur Footsteps-01.wav,booms;monster;footsteps;giant;foley,https://freesound.org/people/jamesrodavidson/sounds/192365,,jamesrodavidson,http://creativecommons.org/licenses/by/3.0/
1040,Tiny bells.wav,bells;metal-clinging;chime;clinging;tiny-bells;key-ring;bell;goat-bells;OWI;sheep-bells,https://freesound.org/people/Marissrar/sounds/366912,,Marissrar,http://creativecommons.org/publicdomain/zero/1.0/
1041,glissando1b.wav,ding-dong;harmony;door;signal;cellphone,https://freesound.org/people/vumseplutten1709/sounds/237269,"[881664, 1779173]",vumseplutten1709,http://creativecommons.org/licenses/by/3.0/
1042,microwave.oven.wav,household;kitchen;oven;ring,https://freesound.org/people/dobroide/sounds/15395,,dobroide,http://creativecommons.org/licenses/by/3.0/
1043,Alaska Airlines.wav,Ambient;airlines;airport;announcement,https://freesound.org/people/Npeo/sounds/202710,"[301056, 1513919]",Npeo,http://creativecommons.org/licenses/by/3.0/
1044,squeaky metal swing.wav,grating;field-recording;park;noise,https://freesound.org/people/cognito perceptu/sounds/201949,"[598528, 1868063]",cognito perceptu,http://creativecommons.org/publicdomain/zero/1.0/
1045,Aldgate Christians.wav,london;preachers;religious;singers;street,https://freesound.org/people/deleted_user_1116756/sounds/74226/,"[655872, 1738176]",deleted_user_1116756,http://creativecommons.org/licenses/by-nc/3.0/
1046,Wind-up Toy Motorbike SFX.wav,kid;wind;children;plaything;wheels;child;bike;winding;up;motorbike;OWI;toy;play;boy;wheel,https://freesound.org/people/TaXMaNFoReVeR/sounds/325436,,TaXMaNFoReVeR,http://creativecommons.org/licenses/by-nc/3.0/
1047,20061214.wrench.02.wav,ratchet-socket;mechanical;tool;wrench,https://freesound.org/people/dobroide/sounds/27348,"[355328, 1510822]",dobroide,http://creativecommons.org/licenses/by/3.0/
1048,Rushing_Water_No_Traffic.wav,river;rushing;stereo;water,https://freesound.org/people/Krisboruff/sounds/17752,"[404992, 1079748]",Krisboruff,http://creativecommons.org/licenses/by/3.0/
1049,siren.wav,ambient;traffic;trees;park;siren;city,https://freesound.org/people/Littlebrojay/sounds/195434,,Littlebrojay,http://creativecommons.org/publicdomain/zero/1.0/
1050,keurigcoffee.wav,coffee-maker;keurig;machinery;brewing;coffee,https://freesound.org/people/NeonMight/sounds/241589,"[1895936, 2884015]",NeonMight,http://creativecommons.org/publicdomain/zero/1.0/
1051,Squeak Finger on Glass.wav,window-cleaner;squeaky;squeak;clean;finger-on-glass;window;glass;hand;friction;clean-window;metal;rub;cloth;rubbed;Squeek;squeeky;plastic,https://freesound.org/people/mickdow/sounds/320912,"[8704, 995078]",mickdow,http://creativecommons.org/publicdomain/zero/1.0/
1052,Nordschleife_Vorkriegsrennwagen_1.wav,racing;mercedes;Cars;driveby;cars;Vintage;bentley,https://freesound.org/people/jungh001/sounds/170992,,jungh001,http://creativecommons.org/publicdomain/zero/1.0/
1053,Car Windshield Wipers.wav,cleaning;wipers;Cars;wiping;windshield;squeaky;squeeky;Auto;Transport;window;glass;rubber;rain;Drive;Travel;Car;Driving;Road;Ride,https://freesound.org/people/kev_durr/sounds/349188/,,kev_durr,http://creativecommons.org/publicdomain/zero/1.0/
1054,bm_drip.wav,dripping;running-water;stream;water,https://freesound.org/people/cmusounddesign/sounds/71955,"[1463808, 2694263]",cmusounddesign,http://creativecommons.org/licenses/by/3.0/
1055,LA Rain.wav,Rain;water;Los;Angeles,https://freesound.org/people/ciccarelli/sounds/135490,"[1241088, 2470548]",ciccarelli,http://creativecommons.org/publicdomain/zero/1.0/
1056,20111208_beauty.and.3.beasts.wav,nature;grulla;spain;birds;speed;common-crane;grus-grus;passing-car;winter;field-recording,https://freesound.org/people/dobroide/sounds/137289,"[4304896, 5069104]",dobroide,http://creativecommons.org/licenses/by/3.0/
1057,Cat Eating Wet Food (Purring at start but not throughout).wav,creature;slobber;eat;wet;animal;food;cat;munch;feline;meow;chew;purr,https://freesound.org/people/lolamadeus/sounds/196254,"[39936, 1054894]",lolamadeus,http://creativecommons.org/publicdomain/zero/1.0/
1058,AMB_swamp_summer_night_fish_insects_00.wav,night;splash;swamp;water;fish;insects;summer,https://freesound.org/people/matucha/sounds/166383,"[3648000, 4654598]",matucha,http://creativecommons.org/licenses/by/3.0/
1059,20141026 Bangkok House Traffic Thunder Bird 01.wav,thunder;bird;traffic;house,https://freesound.org/people/kijjaz/sounds/252905,"[0, 1173624]",kijjaz,http://creativecommons.org/publicdomain/zero/1.0/
1060,birds-vendicari.wav,sicily;bird;vendicari;sicilia;birds;nature;field-recording;summer,https://freesound.org/people/kabit/sounds/331414,"[706048, 1496153]",kabit,http://creativecommons.org/licenses/by-nc/3.0/
1061,20080505_1306playground01.wav,children;city;park;playground;playing;spring;springtime;urban,https://freesound.org/people/Asparagus_P/sounds/52882,,Asparagus_P,http://creativecommons.org/licenses/by/3.0/
1062,Rosary.wav,mother;pearl;plastic;metal;jewelry;rosary;beads,https://freesound.org/people/phonographfilms/sounds/345571,"[818176, 1580829]",phonographfilms,http://creativecommons.org/publicdomain/zero/1.0/
1063,walkingondirtpath.wav,dirt;foot;path;steps;trail;walking,https://freesound.org/people/stomachache/sounds/48252,,stomachache,http://creativecommons.org/publicdomain/zero/1.0/
1064,Stream # 2.wav,ambience;babbling-brook;rural;field-recording;nature;pasture;atmosphere;water;springtime;birds;country;environmental;water-over-rocks;stream;brook,https://freesound.org/people/knufds/sounds/92021,"[1584640, 2415126]",knufds,http://creativecommons.org/licenses/by/3.0/
1065,1400 am static.wav,radio;amplitude-modulated;static;frequency;amplitude-modulation;noise,https://freesound.org/people/cognito perceptu/sounds/184341,"[40960, 1068737]",cognito perceptu,http://creativecommons.org/publicdomain/zero/1.0/
1066,august_rain-007.wav,countryside;dripping;droplets;drops;field-recording;rain;sounds-of-nature;storm;thunder;water,https://freesound.org/people/lorenzosu/sounds/79886,,lorenzosu,http://creativecommons.org/licenses/by-nc/3.0/
1067,Carillon - GoSoundtrack.wav,sad;antique;musical-box;carillon;hand-operated;sick;retr;metallic;mechanism;vintage;baby;sound-museum;old;box;melancholic,https://freesound.org/people/GoSoundtrack/sounds/257830,,GoSoundtrack,http://creativecommons.org/licenses/by/3.0/
1068,Big_Roundabout_Traffic.wav,Transport;Passing;Transportation;Bus;Roundabout;Traffic;Street;Drive;Cars;Road;City,https://freesound.org/people/ivolipa/sounds/328809,"[766464, 1927035]",ivolipa,http://creativecommons.org/publicdomain/zero/1.0/
1069,07_Lanes_Island_Ambient2_44_16.wav,ambient;birds;h4n;insects;island;maine;nature;ocean,https://freesound.org/people/tomtenney/sounds/125253,"[470016, 1143243]",tomtenney,http://creativecommons.org/licenses/by/3.0/
1070,Hamamatsu-traffic-light-1.wav,cars;hamamatsu;japan;street;traffic-light,https://freesound.org/people/xserra/sounds/84629,,xserra,http://creativecommons.org/licenses/by/3.0/
1071,Little sreet behind a terrasse cafe.wav,builders;soundscape;seagull;ambience;human;traffic;street;talking;voices;bell;people;field-recording;city,https://freesound.org/people/arnaud%20coutancier/sounds/368515/,"[1145344, 2208346]",arnaud coutancier,http://creativecommons.org/licenses/by-nc/3.0/
1072,Silencyo_CC_Field_Cicadas_French Children Playing_Wind_Dog_Distant Traffic.wav,aubagne;dogs;france;cicadas;mistral;play;air;wind;birds;children,https://freesound.org/people/silencyo/sounds/81788,"[2784768, 3879081]",silencyo,http://creativecommons.org/publicdomain/zero/1.0/
1073,Sizzling Bacon.wav,kitchen;pan;fry;frying;cook;oven;roasting;oil;sizzling;Bacon;cooking;stove;food;field-recording;sizzle,,"[268288, 1061690]",edhutschek,
1074,Quill pen writing on hard paper various speed.wav,quill;quill-pen;paper;handwrite;write;writing;papyrus,https://freesound.org/people/marcoman89/sounds/194905,"[3260416, 4150143]",marcoman89,http://creativecommons.org/publicdomain/zero/1.0/
1075,channel 2 now concludes its broadcast day.wav,goodnight;good-night;white-noise;tv-static;sign-off;old;ambience;end-of-day;tones;static;channel-2-now-concludes-its-broadcast-day;snow;tv-snow;tv;conclude;signoff;tone;noise;television,https://freesound.org/people/xtrgamr/sounds/262609,"[302080, 1334884]",xtrgamr,http://creativecommons.org/licenses/by/3.0/
1076,gym machine.wav,mechanic;gym;machine,https://freesound.org/people/Millavsb/sounds/197887,,Millavsb,http://creativecommons.org/publicdomain/zero/1.0/
1077,md1trk10.wav,metal;microphony;scrape,https://freesound.org/people/alienistcog/sounds/123444,"[4572160, 5450290]",alienistcog,http://creativecommons.org/publicdomain/zero/1.0/
1078,train in the field.wav,field-recording;grasshoppers;locomotive;train,https://freesound.org/people/alexbird/sounds/58559,"[2288640, 2973590]",alexbird,http://creativecommons.org/licenses/by/3.0/
1079,Rome Inside The Metro.wav,dr40;tascam;handheld-recorder;travel;italian;locucin;italiano;voices;talkoff;transporte;Italy;Roma;Subway;Rome;Metro;Transportation;City,https://freesound.org/people/lebosqui/sounds/157741,"[1773568, 2684447]",lebosqui,http://creativecommons.org/licenses/by/3.0/
1080,Davis.wav,rain;weather;cars,https://freesound.org/people/elissa_davis3/sounds/354018,"[6072320, 6887853]",elissa_davis3,http://creativecommons.org/publicdomain/zero/1.0/
1081,carpet_on_carpet.wav,carpet;friction;footsteps;cloth,https://freesound.org/people/plingativator/sounds/188912,"[709120, 1731332]",plingativator,http://creativecommons.org/licenses/by/3.0/
1082,thunder2.wav,rain;storm;thunder,https://freesound.org/people/aerem/sounds/274118,"[2749952, 3548840]",aerem,http://creativecommons.org/publicdomain/zero/1.0/
1083,Watering Can.wav,splash;overflow;hosepipe;refill;drip;outside;plastic-container;tap;water;can;watering-can;field-recording;fill;flow;garden,https://freesound.org/people/Percy Duke/sounds/25901,"[808448, 1823741]",Percy Duke,http://creativecommons.org/licenses/by/3.0/
1084,"Marratxi_Melding_1e trein van spoor 2_is met bestemming_Palmamelding, dat trein op alle tussengelegen stations zal stoppen_100311.wav",2;announcement;automated;mallorca;marratxi;palma;platform;station;train,https://freesound.org/people/lex1975/sounds/117223,,lex1975,http://creativecommons.org/licenses/by-nc/3.0/
1085,Morning Birds 001.wav,nature;field-recording;birds,https://freesound.org/people/DELandes/sounds/238711,"[55808, 1363066]",DELandes,http://creativecommons.org/licenses/by/3.0/
1086,ambience car.wav,ambience;car,https://freesound.org/people/mattbronka/sounds/48045,,mattbronka,http://creativecommons.org/licenses/by/3.0/
1087,ambience winter fountain birds .wav,field-recording;birds;ambience;fountain;water;winter,https://freesound.org/people/lwdickens/sounds/263485,"[17920, 1330507]",lwdickens,http://creativecommons.org/publicdomain/zero/1.0/
1088,Babble of Frogs 001.wav,Croaks;Pond;Frogs;Water;France;Lake;Babble,https://freesound.org/people/FractalStudios/sounds/363110,"[0, 960758]",FractalStudios,http://creativecommons.org/publicdomain/zero/1.0/
1089,Birds in the city 1.wav,birds;city-noise;city,https://freesound.org/people/jop9798/sounds/142009,"[1407488, 2220565]",jop9798,http://creativecommons.org/publicdomain/zero/1.0/
1090,Library with Light Chatter.wav,chatter;ambient;Jenks;library;crowd;Gordon-College,https://freesound.org/people/calebowenw/sounds/215963,,calebowenw,http://creativecommons.org/licenses/by/3.0/
1091,Deplacez-vous.wav,traffic;street;car;field-recording;police;city,https://freesound.org/people/NinadeVroome/sounds/316815/,"[4696576, 5392230]",NinadeVroome,http://creativecommons.org/licenses/by/3.0/
1092,Los Angeles Bus Ride.wav,public;los-angeles;talking;bus;people;field-recording;transportation;city,https://freesound.org/people/magnesium1/sounds/236930,"[9777664, 10987793]",magnesium1,http://creativecommons.org/publicdomain/zero/1.0/
1093,promenade_Lanzarote_kids_people_talking_bicycles_AMB_EXT.wav,beach;coast;spanish;sea;lanzarote;bicycles;talking;promenade;voices;ambiance;people;crowd;field-recording,https://freesound.org/people/matucha/sounds/215194,"[1759232, 2811702]",matucha,http://creativecommons.org/licenses/by-nc/3.0/
1094,CR FunnyMachine.wav,cartoon;funny;machine;squeek,https://freesound.org/people/cmusounddesign/sounds/126306,"[525824, 1549672]",cmusounddesign,http://creativecommons.org/licenses/by/3.0/
1095,Forest Birds .wav,ambient;birds;chirp;field;forest;recording;spring;tweet,https://freesound.org/people/NightVoice/sounds/123999,"[2663424, 3528374]",NightVoice,http://creativecommons.org/publicdomain/zero/1.0/
1096,doorbell old.wav,mechanical;doorbell;foley,https://freesound.org/people/lwdickens/sounds/242494,,lwdickens,http://creativecommons.org/publicdomain/zero/1.0/
1097,Durango-Silverton RR Dec 01 I 24 bit.wav,train;colorado;durango;locomotive;steam,https://freesound.org/people/BoilingSand/sounds/49523,"[1267712, 2468836]",BoilingSand,http://creativecommons.org/licenses/by/3.0/
1098,Pushing a metal fence.wav,iron;metallic;clang;metal;fence;hit;impact,https://freesound.org/people/launemax/sounds/274768/,"[395264, 1406694]",launemax,http://creativecommons.org/publicdomain/zero/1.0/
1099,Elysian Park - Picnic Area 2.wav,driveby;elysian-park;field-recording;outdoor;park;picnic;urban,https://freesound.org/people/origin35/sounds/125737,,origin35,http://creativecommons.org/licenses/by/3.0/
1100,Shower Running 02.wav,sink;running;shower;bath;drip;drain;bathroom;water,https://freesound.org/people/squareal/sounds/237393,"[450560, 1355797]",squareal,http://creativecommons.org/publicdomain/zero/1.0/
1101,Glass pieces smashed.wav,pieces;hit;broken;glass;smashed,https://freesound.org/people/bellick/sounds/151452,,bellick,http://creativecommons.org/publicdomain/zero/1.0/
1102,Stove Top(Gas)_1-2.wav,appliance;gas;kitchen;oven;stove,https://freesound.org/people/SteveMannella/sounds/86197,,SteveMannella,http://creativecommons.org/licenses/sampling+/1.0/
1103,"Wind, Soft. Crickets.wav",Wind;Crickets;South-Africa;Mountain,https://freesound.org/people/Leandros.Ntounis/sounds/163607,"[2022400, 3183031]",Leandros.Ntounis,http://creativecommons.org/licenses/by/3.0/
1104,Slowly Walking Downhill on Dry Leaves.wav,birds;ambiance;spring;park;nature;field-recording,https://freesound.org/people/magnesium1/sounds/235184,"[356864, 1294773]",magnesium1,http://creativecommons.org/publicdomain/zero/1.0/
1105,Construction Zone.wav,pcmm10;construction;machine;ambiance;field-recording;beep,https://freesound.org/people/Filmbrute/sounds/223682,"[55808, 1187696]",Filmbrute,http://creativecommons.org/licenses/by/3.0/
1106,Birds and ducks -Delta del Llobregat.wav,field-recording;Deltasona;Llobregat;ducks;wind;birds;nature,https://freesound.org/people/Insestanyricarda/sounds/209439,"[512, 1301365]",Insestanyricarda,http://creativecommons.org/licenses/by/3.0/
1107,Canarian_Bird_In_Cage_Singing_1.wav,Canarine;Bird;Singing;Birds;Cage;Song;Natural;Noise;Crazy,https://freesound.org/people/ivolipa/sounds/329549,"[399872, 1651177]",ivolipa,http://creativecommons.org/publicdomain/zero/1.0/
1108,Footsteps On Squeaky Wood Floor.wav,footsteps;steps;feet;walk;hardwood;floor;shoes;walking,https://freesound.org/people/PhilllChabbb/sounds/266527,"[33792, 750275]",PhilllChabbb,http://creativecommons.org/publicdomain/zero/1.0/
1109,RowanMagennis_160019_SD100_CrumplingTinFoil.wav,ripping;tearing;rustling-tinfoil;packet;foil;metallic;rip;tin-foil;crumpling;metal;tear;rustling;rustling-packet;tinfoil,https://freesound.org/people/Rowmag/sounds/366299,,Rowmag,http://creativecommons.org/licenses/by-nc/3.0/
